status_type,status_published,num_reactions,num_comments,num_shares
video,12/19/2013 1:22,1190,12,1
photo,12/19/2013 0:01,9,0,0
photo,12/18/2013 9:36,134,3,0
photo,12/18/2013 6:56,72,0,0
video,12/18/2013 0:14,188,6,0
video,12/17/2013 3:27,221,2,0
video,12/16/2013 10:07,221,3,0
photo,12/16/2013 3:21,94,3,0
video,12/15/2013 23:14,82,3,0
photo,12/15/2013 9:11,216,8,0
video,12/15/2013 5:04,110,0,0
video,12/14/2013 10:09,348,0,0
video,12/14/2013 9:36,225,13,0
photo,12/14/2013 7:11,80,1,0
photo,12/13/2013 8:10,91,6,0
photo,12/13/2013 8:09,184,11,0
video,12/13/2013 6:41,562,0,0
photo,12/13/2013 3:37,184,0,0
photo,12/12/2013 4:08,190,2,0
video,12/10/2013 8:33,360,23,2
video,12/9/2013 8:27,57,0,0
photo,12/7/2013 7:45,102,4,0
photo,12/7/2013 0:09,152,2,0
photo,12/5/2013 22:44,263,14,0
video,12/5/2013 13:36,62,1,0
video,12/5/2013 8:49,126,18,0
photo,12/4/2013 1:34,114,3,0
photo,12/3/2013 7:58,187,9,0
photo,12/3/2013 5:51,58,7,0
photo,12/3/2013 5:50,46,3,0
photo,11/30/2013 3:18,183,4,0
photo,11/27/2013 20:57,99,11,0
photo,11/27/2013 20:56,51,0,0
photo,11/25/2013 6:24,92,6,0
photo,11/25/2013 6:21,103,6,0
photo,11/25/2013 1:22,326,9,0
photo,11/20/2013 9:56,113,2,0
photo,11/20/2013 0:24,61,0,0
photo,11/20/2013 0:16,76,3,0
photo,11/20/2013 0:15,66,1,0
video,11/19/2013 10:01,638,34,9
video,11/19/2013 0:02,154,0,0
video,11/18/2013 23:53,95,9,3
photo,11/18/2013 23:39,29,0,0
photo,11/18/2013 23:22,71,2,1
video,11/18/2013 2:28,813,6,0
video,11/18/2013 1:32,506,44,7
photo,11/17/2013 22:00,68,7,0
video,11/17/2013 8:16,174,11,0
photo,11/17/2013 4:55,105,4,0
photo,11/17/2013 4:44,179,11,0
video,11/16/2013 0:00,191,6,0
video,11/15/2013 22:45,203,3,1
photo,11/15/2013 21:53,277,52,2
video,11/15/2013 20:59,62,2,0
video,11/15/2013 5:41,200,6,0
photo,11/14/2013 10:47,339,30,0
video,11/12/2013 10:29,178,10,1
photo,11/12/2013 8:07,23,0,0
video,11/11/2013 19:09,65,11,0
video,11/11/2013 9:39,250,7,6
photo,11/8/2013 21:50,59,0,0
video,11/6/2013 11:12,110,12,3
video,11/6/2013 10:37,147,13,2
photo,11/6/2013 6:26,62,6,0
video,11/5/2013 9:46,686,53,3
video,11/5/2013 5:09,351,5,2
video,11/5/2013 1:29,215,12,1
video,11/4/2013 10:25,100,6,6
video,11/4/2013 10:16,131,1,1
video,11/4/2013 6:10,560,22,12
video,11/3/2013 2:51,374,9,16
video,11/2/2013 23:42,559,22,7
video,11/2/2013 10:32,169,6,5
video,11/2/2013 7:39,473,9,9
video,11/2/2013 7:37,58,2,4
video,11/2/2013 7:35,164,4,9
video,11/2/2013 5:51,614,24,21
video,11/2/2013 3:57,211,2,4
video,11/2/2013 3:55,129,9,3
video,11/2/2013 3:55,155,5,9
video,11/2/2013 3:53,438,14,19
video,11/1/2013 23:55,304,20,24
video,11/1/2013 23:44,116,2,10
video,11/1/2013 8:39,135,1,2
photo,11/1/2013 1:06,115,9,0
photo,10/31/2013 6:39,128,3,0
photo,10/30/2013 11:20,128,3,0
photo,10/29/2013 8:07,55,4,4
photo,10/26/2013 21:14,109,1,0
photo,10/26/2013 7:09,58,0,0
photo,10/26/2013 5:28,83,0,0
photo,10/26/2013 5:27,164,6,0
video,10/26/2013 0:14,210,9,0
video,10/25/2013 3:24,133,17,5
video,10/24/2013 12:36,91,6,6
video,10/24/2013 10:13,226,13,0
video,10/24/2013 9:56,50,3,0
video,10/24/2013 7:32,243,0,0
video,10/23/2013 14:33,113,15,0
video,10/23/2013 11:49,243,5,5
video,10/23/2013 11:45,141,1,1
video,10/23/2013 10:32,130,0,5
video,10/22/2013 10:28,65,2,4
photo,10/21/2013 2:28,3,3,0
photo,10/20/2013 2:48,75,3,0
video,10/19/2013 3:42,45,0,1
video,10/18/2013 11:46,177,14,4
photo,10/18/2013 7:08,45,1,0
photo,10/18/2013 3:05,93,8,0
video,10/18/2013 2:00,73,0,2
photo,10/18/2013 0:15,82,5,0
video,10/17/2013 21:39,89,17,1
video,10/17/2013 9:29,52,5,3
video,10/17/2013 9:22,52,5,3
photo,10/17/2013 1:41,32,1,0
photo,10/17/2013 1:14,140,18,0
photo,10/16/2013 23:32,113,5,0
video,10/16/2013 12:09,1201,86,3
video,10/16/2013 11:41,1145,22,4
video,10/16/2013 11:36,107,5,5
photo,10/16/2013 11:14,27,5,0
photo,10/16/2013 10:16,101,9,0
video,10/15/2013 21:01,160,8,3
video,10/13/2013 7:40,197,20,2
photo,10/13/2013 6:30,70,3,0
video,10/13/2013 2:20,88,11,1
photo,10/13/2013 1:49,22,1,0
video,10/12/2013 10:21,265,5,0
photo,10/11/2013 20:57,73,4,7
photo,10/11/2013 8:23,211,2,0
video,10/11/2013 6:03,165,9,0
video,10/11/2013 1:47,190,6,1
video,10/11/2013 0:00,83,1,0
photo,10/10/2013 10:25,51,1,0
video,10/10/2013 8:49,386,15,14
video,10/10/2013 0:00,135,14,0
video,10/9/2013 22:38,273,35,2
video,10/9/2013 12:43,87,25,4
video,10/9/2013 0:40,240,30,2
photo,10/8/2013 7:26,47,1,0
video,10/7/2013 10:35,23,7,16
photo,10/5/2013 0:03,84,4,0
photo,10/3/2013 12:48,18,0,0
photo,10/2/2013 1:27,59,5,0
photo,9/29/2013 1:15,44,0,0
photo,9/28/2013 21:51,28,0,0
photo,9/28/2013 21:48,30,1,0
photo,9/25/2013 9:05,39,2,0
photo,9/25/2013 3:29,17,0,1
photo,9/24/2013 7:16,74,15,1
photo,9/22/2013 9:21,68,6,0
photo,9/17/2013 0:59,65,2,10
photo,9/12/2013 4:12,52,2,0
photo,9/12/2013 2:34,78,8,0
photo,9/12/2013 1:34,28,3,0
photo,9/11/2013 21:38,63,5,0
photo,9/11/2013 3:42,19,24,0
photo,9/11/2013 3:34,21,22,0
photo,9/11/2013 2:56,77,12,0
video,9/11/2013 2:05,137,3,1
photo,9/11/2013 0:12,537,16,1
photo,9/10/2013 23:42,57,5,1
video,9/10/2013 4:07,144,11,0
photo,9/9/2013 10:13,13,1,0
photo,9/9/2013 10:12,10,0,0
video,9/4/2013 22:31,108,5,0
photo,9/3/2013 2:57,49,0,0
photo,9/1/2013 5:26,1,0,0
photo,8/28/2013 2:04,29,1,0
photo,8/25/2013 22:20,24,2,2
photo,8/10/2013 23:20,156,17,0
photo,8/6/2013 12:17,56,1,0
photo,8/4/2013 13:57,34,1,0
photo,8/1/2013 0:48,16,1,0
photo,8/1/2013 0:45,25,1,0
photo,7/31/2013 11:15,38,4,1
photo,7/31/2013 10:27,45,5,0
photo,7/31/2013 4:52,74,2,0
photo,7/31/2013 4:51,8,0,0
photo,7/30/2013 21:20,2,0,0
photo,7/29/2013 7:10,131,8,0
photo,7/29/2013 6:27,32,3,0
photo,7/29/2013 6:24,14,1,1
photo,7/29/2013 6:23,90,10,4
photo,7/24/2013 21:55,122,2,0
photo,7/24/2013 12:10,5,0,0
photo,7/24/2013 7:12,97,5,1
photo,7/24/2013 1:22,31,1,0
photo,7/24/2013 0:56,80,4,0
photo,7/24/2013 0:52,51,1,1
photo,7/24/2013 0:50,38,0,0
photo,7/24/2013 0:31,102,5,0
photo,7/20/2013 9:25,92,10,1
photo,7/20/2013 9:18,54,4,0
photo,7/20/2013 9:13,44,4,0
photo,7/19/2013 1:20,78,5,1
photo,7/18/2013 23:20,66,10,1
photo,7/18/2013 22:58,54,6,2
photo,7/18/2013 11:53,25,0,0
photo,7/18/2013 7:39,74,5,1
photo,7/18/2013 7:34,79,7,1
photo,7/15/2013 2:23,104,3,1
photo,7/8/2013 0:07,38,7,0
photo,7/6/2013 2:40,17,6,0
photo,7/5/2013 9:29,75,8,0
photo,7/2/2013 13:06,52,3,0
photo,7/2/2013 2:41,38,0,5
photo,6/29/2013 22:40,58,5,0
photo,6/29/2013 10:48,12,1,2
photo,6/29/2013 0:00,4,0,2
photo,6/28/2013 4:28,28,4,0
photo,6/25/2013 22:33,4,0,1
photo,6/25/2013 3:09,51,0,0
photo,6/25/2013 0:12,18,1,0
photo,6/23/2013 3:18,45,0,0
photo,6/23/2013 2:02,14,0,0
photo,6/21/2013 22:56,54,1,0
photo,6/20/2013 23:27,65,4,0
photo,6/20/2013 3:33,73,0,0
photo,6/19/2013 22:44,43,3,0
photo,6/17/2013 0:06,28,4,1
photo,6/16/2013 23:45,22,1,0
photo,6/16/2013 7:46,39,3,0
photo,6/15/2013 6:43,62,8,0
photo,6/15/2013 3:59,20,2,0
photo,6/15/2013 3:57,17,0,0
photo,6/15/2013 2:44,49,7,0
photo,6/15/2013 1:55,62,7,0
photo,6/15/2013 1:42,43,2,0
photo,6/14/2013 13:55,30,1,0
photo,6/14/2013 9:53,28,0,0
photo,6/14/2013 8:05,49,2,2
photo,6/13/2013 8:41,67,6,0
photo,6/13/2013 3:26,20,1,0
photo,6/13/2013 1:13,81,5,0
photo,6/11/2013 23:17,58,6,1
photo,6/11/2013 9:22,13,5,0
photo,6/9/2013 8:15,47,0,0
photo,6/9/2013 0:00,7,0,2
photo,6/8/2013 6:52,62,2,1
photo,6/8/2013 6:44,84,6,0
photo,6/7/2013 2:39,23,2,0
photo,6/7/2013 1:13,19,4,0
photo,6/3/2013 7:08,13,0,1
photo,6/2/2013 17:03,8,1,1
photo,6/2/2013 11:00,35,1,0
photo,6/2/2013 3:47,37,0,0
photo,6/1/2013 0:07,73,10,0
photo,5/31/2013 20:55,114,9,0
photo,5/30/2013 23:43,69,6,0
photo,5/30/2013 18:35,43,0,0
photo,5/30/2013 18:34,106,3,0
photo,5/29/2013 8:18,69,2,0
photo,5/29/2013 8:17,65,2,0
photo,5/28/2013 3:15,52,0,0
photo,5/28/2013 3:13,79,1,0
photo,5/28/2013 3:13,49,1,0
photo,5/25/2013 23:32,31,0,0
photo,5/20/2013 11:34,7,0,2
photo,5/19/2013 21:29,6,0,2
photo,5/19/2013 15:47,7,0,0
photo,5/19/2013 15:46,5,1,1
photo,5/19/2013 5:23,18,1,0
photo,5/19/2013 4:57,32,0,7
photo,5/18/2013 11:40,33,1,0
photo,5/16/2013 11:29,97,0,0
photo,5/15/2013 7:57,102,16,0
photo,5/14/2013 1:31,38,10,0
photo,5/12/2013 5:16,16,2,0
photo,5/9/2013 0:00,3,1,2
photo,5/7/2013 22:31,27,0,5
photo,5/7/2013 22:00,78,4,35
photo,5/5/2013 5:20,29,0,0
photo,5/2/2013 2:02,66,9,0
photo,5/2/2013 0:30,78,16,0
photo,4/27/2013 13:02,57,9,1
photo,4/27/2013 8:20,19,4,0
photo,4/27/2013 8:01,82,14,0
photo,4/27/2013 6:02,5,4,1
photo,4/25/2013 5:01,52,5,0
photo,4/24/2013 23:52,45,14,0
status,4/24/2013 1:23,41,19,11
photo,4/23/2013 8:16,55,10,0
photo,4/23/2013 4:05,40,1,0
photo,4/23/2013 0:52,48,4,0
photo,4/22/2013 23:46,53,7,0
photo,4/22/2013 11:55,5,0,0
photo,4/22/2013 10:41,0,0,0
photo,4/22/2013 10:16,74,6,0
photo,4/22/2013 0:00,7,1,2
photo,4/19/2013 3:04,96,214,0
photo,4/16/2013 1:16,43,2,0
photo,4/9/2013 7:58,13,3,0
photo,4/9/2013 7:51,28,3,0
photo,4/9/2013 2:37,34,0,1
photo,4/8/2013 23:18,83,1,0
photo,4/8/2013 9:23,7,0,0
photo,4/8/2013 3:45,34,0,0
photo,4/8/2013 1:54,97,3,0
photo,4/7/2013 9:13,24,4,0
photo,4/7/2013 8:11,106,18,0
photo,4/7/2013 5:50,131,4,0
photo,4/6/2013 11:20,132,7,0
photo,4/6/2013 9:10,79,5,0
photo,4/5/2013 10:49,71,2,7
photo,4/5/2013 0:14,55,8,5
photo,4/4/2013 21:43,51,9,0
photo,4/4/2013 12:03,46,3,1
photo,4/4/2013 10:02,5,2,2
photo,4/3/2013 5:50,52,5,0
photo,4/3/2013 3:46,18,0,0
photo,4/2/2013 11:44,207,13,0
photo,4/2/2013 9:20,105,5,0
photo,4/2/2013 8:55,30,0,0
photo,3/31/2013 23:22,32,0,0
photo,3/31/2013 9:57,44,10,0
photo,3/31/2013 9:57,100,28,1
photo,3/30/2013 3:34,58,4,0
photo,3/29/2013 3:29,22,1,0
photo,3/29/2013 1:57,26,0,0
photo,3/28/2013 1:52,45,4,0
photo,3/28/2013 0:36,21,0,0
photo,3/26/2013 3:18,75,15,0
photo,3/26/2013 3:05,21,0,1
photo,3/25/2013 10:29,72,23,0
photo,3/25/2013 5:14,50,1,0
photo,3/25/2013 2:38,26,6,0
photo,3/24/2013 23:02,46,9,0
photo,3/24/2013 23:01,80,7,0
photo,3/24/2013 3:21,41,11,0
photo,3/23/2013 10:41,69,6,0
photo,3/21/2013 11:33,3,2,2
photo,3/20/2013 1:07,21,4,0
photo,3/16/2013 22:24,64,1,0
photo,3/13/2013 11:58,60,19,0
photo,3/13/2013 1:14,25,3,0
photo,3/11/2013 10:41,48,17,0
photo,3/10/2013 10:02,45,4,0
photo,3/10/2013 4:23,2,0,1
photo,3/9/2013 9:22,7,0,1
photo,3/8/2013 22:07,61,13,0
photo,3/8/2013 7:03,16,9,0
photo,3/8/2013 2:07,27,3,0
photo,3/7/2013 23:11,42,16,11
photo,3/7/2013 11:46,65,0,0
photo,3/6/2013 11:21,44,4,0
photo,3/6/2013 6:39,55,12,0
photo,3/6/2013 6:05,59,7,0
photo,3/6/2013 5:50,51,6,0
photo,3/4/2013 5:35,41,1,0
photo,3/4/2013 1:33,12,5,0
photo,3/4/2013 0:47,57,7,0
photo,3/3/2013 23:14,55,7,0
photo,3/3/2013 23:07,76,4,0
photo,3/2/2013 8:35,103,14,0
photo,3/2/2013 8:33,46,2,0
photo,3/1/2013 8:51,74,14,0
photo,2/28/2013 9:15,25,0,0
photo,2/28/2013 9:05,34,0,0
photo,2/28/2013 8:44,50,1,0
photo,2/28/2013 8:35,47,0,0
photo,2/28/2013 5:07,64,2,0
photo,2/27/2013 5:49,40,1,0
photo,2/27/2013 5:21,58,1,0
photo,2/27/2013 5:12,67,3,0
photo,2/26/2013 7:44,50,3,0
photo,2/26/2013 7:24,53,1,0
photo,2/26/2013 7:11,67,8,0
photo,2/26/2013 7:06,90,12,0
photo,2/26/2013 6:47,60,2,0
photo,2/25/2013 10:37,30,8,0
photo,2/25/2013 10:24,52,10,0
photo,2/25/2013 9:37,5,0,0
photo,2/24/2013 7:16,56,14,0
photo,2/24/2013 7:14,26,2,0
photo,2/24/2013 4:55,71,11,0
photo,2/24/2013 1:51,53,4,0
photo,2/23/2013 12:28,35,2,0
photo,2/20/2013 23:46,31,2,0
photo,2/20/2013 11:17,45,0,0
photo,2/20/2013 11:11,20,1,0
photo,2/19/2013 21:06,3,2,2
photo,2/18/2013 4:15,48,0,0
photo,2/18/2013 4:14,18,0,0
photo,2/17/2013 8:59,56,10,0
photo,2/17/2013 3:58,64,2,1
photo,2/16/2013 7:52,63,0,0
photo,2/16/2013 7:21,40,9,2
photo,2/16/2013 6:11,92,1,0
photo,2/16/2013 3:05,53,0,0
photo,2/15/2013 9:47,33,0,0
photo,2/15/2013 9:00,84,6,0
photo,2/15/2013 8:51,87,11,0
photo,2/15/2013 7:59,26,0,0
photo,2/15/2013 5:51,22,0,0
photo,2/15/2013 3:35,78,0,5
photo,2/15/2013 2:54,67,6,7
photo,2/11/2013 3:53,26,1,0
photo,2/11/2013 3:52,14,0,0
photo,2/10/2013 0:55,18,0,0
photo,2/8/2013 0:59,24,0,0
photo,2/8/2013 0:37,27,0,0
photo,2/7/2013 11:41,30,11,0
photo,2/3/2013 6:43,34,4,0
photo,2/3/2013 6:30,26,1,1
photo,2/3/2013 0:37,38,4,0
photo,2/3/2013 0:13,55,5,0
photo,2/2/2013 21:06,80,9,0
photo,2/2/2013 8:30,33,3,0
photo,2/2/2013 8:24,44,10,0
photo,2/2/2013 8:17,41,7,0
photo,2/2/2013 8:12,30,3,0
photo,1/31/2013 7:10,34,0,0
photo,1/31/2013 7:09,30,0,0
photo,1/31/2013 5:51,38,9,0
photo,1/31/2013 5:37,24,4,1
photo,1/31/2013 4:34,37,2,0
photo,1/31/2013 3:35,18,3,0
photo,1/30/2013 23:57,55,15,0
photo,1/30/2013 9:25,54,3,0
photo,1/30/2013 9:22,67,11,0
photo,1/30/2013 4:37,94,18,0
photo,1/29/2013 9:09,41,2,0
photo,1/29/2013 8:57,36,2,0
photo,1/29/2013 8:56,65,3,1
photo,1/26/2013 8:31,90,6,0
photo,1/26/2013 5:47,42,2,0
photo,1/25/2013 11:29,48,4,0
photo,1/25/2013 0:50,45,10,0
photo,1/24/2013 10:12,47,2,0
photo,1/24/2013 10:10,31,4,0
photo,1/24/2013 5:00,105,23,0
photo,1/23/2013 13:44,48,0,0
photo,1/22/2013 10:09,37,5,0
photo,1/21/2013 11:40,5,2,2
photo,1/21/2013 5:06,11,0,0
photo,1/18/2013 22:47,27,11,1
photo,1/18/2013 9:10,2,0,0
photo,1/17/2013 13:22,43,1,0
photo,1/16/2013 22:25,46,4,0
photo,1/16/2013 10:01,53,3,0
photo,1/16/2013 0:05,10,1,0
photo,1/15/2013 21:13,22,5,0
photo,1/15/2013 6:26,12,3,1
photo,1/14/2013 4:40,50,6,0
photo,1/13/2013 23:29,47,13,0
photo,1/13/2013 9:46,14,0,2
photo,1/13/2013 9:20,1,0,0
photo,1/13/2013 4:43,25,18,0
photo,1/13/2013 4:11,16,0,0
photo,1/13/2013 3:24,46,2,0
photo,1/13/2013 3:23,76,1,0
photo,1/13/2013 0:41,16,0,0
photo,1/12/2013 23:54,40,1,0
photo,1/12/2013 6:48,83,15,0
photo,1/12/2013 2:15,89,28,1
photo,1/11/2013 13:00,30,0,0
photo,1/11/2013 11:55,12,0,0
photo,1/11/2013 0:25,52,17,0
photo,1/10/2013 20:49,58,19,0
photo,1/10/2013 4:27,22,4,0
photo,1/10/2013 1:07,6,0,0
photo,1/9/2013 22:27,30,2,0
photo,1/9/2013 2:50,58,5,0
photo,1/9/2013 0:41,32,4,5
photo,1/8/2013 9:47,48,5,0
photo,1/8/2013 8:28,43,4,0
photo,1/6/2013 9:25,30,0,0
photo,1/6/2013 2:24,41,3,0
photo,1/6/2013 2:15,42,10,0
photo,1/5/2013 9:54,59,6,0
photo,1/4/2013 7:23,17,0,0
photo,1/3/2013 9:39,47,0,0
photo,1/3/2013 9:17,14,5,2
photo,1/3/2013 1:30,12,1,0
status,1/2/2013 9:06,30,23,4
photo,1/2/2013 2:23,25,3,1
photo,12/23/2012 3:11,0,0,0
photo,12/21/2012 6:02,4,1,0
photo,12/13/2012 11:36,3,0,0
photo,11/18/2012 9:50,5,1,1
photo,11/18/2012 9:16,2,0,0
photo,11/9/2012 3:28,11,6,0
photo,11/9/2012 0:54,38,10,0
photo,11/8/2012 3:32,13,0,0
photo,11/8/2012 3:28,19,0,0
photo,11/7/2012 2:46,15,1,0
photo,11/6/2012 5:23,21,4,0
photo,11/5/2012 5:19,42,2,0
photo,11/5/2012 5:07,12,0,0
photo,11/5/2012 5:03,19,4,0
photo,11/5/2012 4:55,24,2,0
photo,11/5/2012 4:51,32,1,0
photo,11/5/2012 4:32,15,8,0
photo,11/5/2012 3:59,22,4,0
photo,11/5/2012 2:05,33,8,0
photo,11/4/2012 10:50,11,6,0
photo,11/4/2012 4:56,47,6,0
photo,11/4/2012 4:00,41,7,0
photo,11/4/2012 2:27,29,4,0
photo,11/3/2012 8:10,48,7,0
photo,11/3/2012 6:23,13,8,0
photo,11/3/2012 1:39,32,2,0
photo,11/2/2012 11:09,42,8,0
photo,11/2/2012 11:05,26,5,0
photo,11/2/2012 9:41,67,25,0
photo,11/2/2012 4:01,23,4,0
photo,11/1/2012 9:35,33,4,0
photo,11/1/2012 8:58,25,3,0
photo,11/1/2012 0:48,22,4,0
photo,10/31/2012 12:38,26,0,0
photo,10/31/2012 9:44,38,10,0
photo,10/31/2012 9:29,50,19,0
photo,10/31/2012 2:05,29,1,0
photo,10/30/2012 19:13,26,0,0
photo,10/30/2012 7:15,25,1,0
photo,10/30/2012 6:43,15,0,0
photo,10/30/2012 4:25,18,0,0
photo,10/30/2012 2:23,28,4,0
photo,10/29/2012 12:10,14,23,0
photo,10/28/2012 3:46,20,2,0
photo,10/27/2012 9:38,17,21,0
photo,10/27/2012 2:28,34,0,0
photo,10/26/2012 3:49,17,11,0
photo,10/24/2012 22:28,40,6,0
photo,10/24/2012 1:37,21,5,0
photo,10/24/2012 1:19,14,4,0
photo,10/23/2012 8:19,43,17,1
photo,10/23/2012 8:16,27,5,0
photo,10/23/2012 8:14,35,22,0
photo,10/23/2012 6:39,24,1,0
photo,10/23/2012 6:37,30,4,0
photo,10/23/2012 3:42,21,2,0
photo,10/22/2012 23:57,41,7,0
photo,10/22/2012 9:35,15,1,0
photo,10/22/2012 7:33,27,6,0
photo,10/22/2012 7:05,22,3,0
photo,10/22/2012 3:42,36,13,0
photo,10/22/2012 1:17,10,18,0
photo,10/21/2012 3:53,24,5,0
photo,10/20/2012 10:53,19,1,0
photo,10/20/2012 9:14,63,25,0
photo,10/20/2012 2:47,47,15,0
photo,10/19/2012 10:55,57,11,0
photo,10/19/2012 8:53,14,4,0
photo,10/19/2012 8:30,35,5,0
photo,10/19/2012 8:15,12,0,2
photo,10/19/2012 4:57,15,3,0
photo,10/19/2012 1:15,31,15,0
photo,10/18/2012 10:37,45,5,0
photo,10/18/2012 8:55,35,24,0
photo,10/18/2012 8:09,38,30,0
photo,10/18/2012 7:19,26,11,0
photo,10/18/2012 6:53,35,11,0
photo,10/17/2012 8:59,53,36,0
photo,10/17/2012 7:38,26,0,0
photo,10/17/2012 3:19,16,0,0
photo,10/17/2012 2:54,28,7,0
photo,10/17/2012 2:09,16,1,1
photo,10/16/2012 9:15,26,16,0
photo,10/16/2012 8:44,26,11,0
photo,10/16/2012 8:16,27,14,0
photo,10/16/2012 7:29,33,6,0
photo,10/16/2012 7:14,27,8,0
photo,10/16/2012 7:07,37,10,0
photo,10/15/2012 8:24,23,5,1
photo,10/15/2012 8:21,13,0,0
photo,10/15/2012 8:19,17,8,0
photo,10/15/2012 7:30,30,0,0
photo,10/15/2012 7:23,18,13,0
photo,10/15/2012 7:06,30,9,0
photo,10/15/2012 6:57,26,7,0
photo,10/15/2012 1:01,16,9,0
photo,10/14/2012 7:56,47,5,0
photo,10/13/2012 11:49,16,7,0
photo,10/13/2012 4:53,13,9,1
photo,10/13/2012 4:52,32,13,1
photo,10/13/2012 1:18,21,11,0
photo,10/12/2012 8:47,24,8,0
photo,10/12/2012 3:58,22,4,0
photo,10/12/2012 3:57,14,2,0
photo,10/11/2012 12:54,24,12,3
photo,10/10/2012 10:34,24,1,0
photo,10/10/2012 5:04,18,20,0
photo,10/9/2012 9:25,14,2,0
photo,10/9/2012 8:53,17,4,0
photo,10/9/2012 8:50,14,0,0
photo,10/9/2012 8:46,16,0,0
photo,10/9/2012 8:38,15,0,0
photo,10/8/2012 4:47,11,1,0
photo,10/8/2012 4:01,15,0,1
photo,10/8/2012 1:35,15,1,0
photo,10/7/2012 11:18,16,8,0
photo,10/6/2012 23:49,14,0,0
photo,10/6/2012 9:40,17,0,0
photo,10/6/2012 5:24,0,0,1
photo,10/6/2012 4:55,32,2,0
photo,10/6/2012 1:45,29,7,5
photo,10/5/2012 23:15,19,12,0
photo,10/5/2012 8:26,49,5,0
photo,10/5/2012 5:30,62,25,1
photo,10/4/2012 23:28,9,11,0
photo,10/4/2012 8:57,33,7,0
photo,10/4/2012 8:35,40,28,0
photo,10/3/2012 10:26,46,31,0
photo,10/3/2012 9:10,31,11,0
photo,10/2/2012 23:11,15,0,0
photo,10/2/2012 9:16,40,17,0
photo,10/2/2012 5:15,20,5,0
photo,10/1/2012 10:00,32,9,1
photo,10/1/2012 9:40,34,11,1
photo,10/1/2012 5:50,14,0,0
photo,10/1/2012 3:32,16,10,2
photo,9/30/2012 21:55,5,0,1
photo,9/30/2012 21:51,21,0,0
photo,9/30/2012 10:53,18,1,0
photo,9/30/2012 10:21,14,6,0
photo,9/30/2012 10:06,23,0,0
photo,9/30/2012 9:58,20,22,0
photo,9/30/2012 9:53,24,24,0
photo,9/30/2012 9:12,24,30,0
photo,9/30/2012 9:10,19,25,0
photo,9/30/2012 1:50,4,0,0
photo,9/29/2012 21:51,35,7,0
photo,9/29/2012 11:19,15,4,0
photo,9/29/2012 10:02,16,2,0
photo,9/29/2012 9:44,20,6,0
photo,9/29/2012 8:57,15,18,0
photo,9/29/2012 8:24,23,4,0
photo,9/29/2012 8:12,18,0,0
photo,9/29/2012 8:09,16,4,0
photo,9/29/2012 7:43,17,1,0
photo,9/29/2012 5:30,15,11,0
photo,9/29/2012 2:33,27,1,0
photo,9/28/2012 9:03,25,6,0
photo,9/28/2012 5:19,24,8,0
photo,9/28/2012 5:15,14,0,1
photo,9/27/2012 9:59,22,3,0
photo,9/27/2012 9:58,15,3,0
photo,9/27/2012 9:55,34,44,0
photo,9/27/2012 6:31,14,3,9
photo,9/27/2012 4:42,18,2,0
photo,9/27/2012 4:41,13,3,0
photo,9/27/2012 4:30,14,1,0
photo,9/27/2012 3:04,30,0,1
photo,9/27/2012 1:39,30,8,0
photo,9/26/2012 10:45,18,3,0
photo,9/26/2012 5:12,24,2,0
photo,9/26/2012 3:36,21,0,0
photo,9/26/2012 3:11,8,16,0
photo,9/26/2012 1:53,23,3,0
photo,9/25/2012 22:15,27,2,0
photo,9/25/2012 11:54,9,10,0
photo,9/25/2012 8:36,12,0,0
photo,9/25/2012 4:57,22,1,0
photo,9/25/2012 3:36,18,6,0
photo,9/24/2012 8:46,17,6,0
photo,9/24/2012 8:40,18,0,0
photo,9/24/2012 5:24,16,2,0
photo,9/24/2012 2:05,16,0,0
photo,9/24/2012 1:00,13,2,2
photo,9/23/2012 11:14,19,3,0
photo,9/23/2012 8:58,2,0,0
photo,9/23/2012 8:31,17,1,0
photo,9/23/2012 8:16,14,1,0
photo,9/22/2012 21:20,2,0,0
photo,9/22/2012 8:50,13,2,0
photo,9/22/2012 8:28,1,0,0
photo,9/22/2012 8:21,18,3,0
photo,9/22/2012 8:06,23,7,0
photo,9/22/2012 8:04,17,1,0
photo,9/22/2012 4:27,17,6,0
photo,9/22/2012 3:48,14,1,0
photo,9/22/2012 2:22,1,0,1
photo,9/21/2012 22:37,10,1,0
photo,9/21/2012 21:04,13,12,0
photo,9/21/2012 9:49,35,25,0
photo,9/21/2012 5:59,4,0,0
photo,9/21/2012 5:25,15,12,0
photo,9/21/2012 5:15,11,6,0
photo,9/21/2012 3:03,8,15,0
photo,9/21/2012 2:25,11,3,0
photo,9/21/2012 1:50,22,6,0
photo,9/20/2012 11:25,10,6,0
photo,9/20/2012 11:11,11,6,0
photo,9/20/2012 2:31,14,23,0
photo,9/19/2012 10:07,21,5,0
photo,9/19/2012 4:30,26,4,0
photo,9/19/2012 4:08,25,9,1
photo,9/19/2012 2:41,10,11,0
photo,9/19/2012 2:38,11,2,0
photo,9/19/2012 2:30,22,7,0
photo,9/19/2012 2:28,11,1,1
photo,9/19/2012 2:25,14,2,1
photo,9/19/2012 1:01,33,17,0
photo,9/18/2012 8:28,19,7,0
photo,9/18/2012 2:54,27,2,0
photo,9/18/2012 1:42,20,16,0
photo,9/17/2012 23:16,27,13,0
photo,9/17/2012 22:35,19,18,0
photo,9/17/2012 21:47,10,9,0
